assertives,bias,positive,negative,pos_effect,neg_effect,factive_verbs,hedges,implicative_verbs,report_verbs
0.15693474,0.14103697,0.1794706,0.16416493,0.15167429,0.14471322,0.18246186,0.15483032,0.16264026,0.14702205
0.16009642,0.1535457,0.13661113,0.15427494,0.14306687,0.14177032,0.17834572,0.15664335,0.17745452,0.15736566
0.14704853,0.13411178,0.10235867,0.11600195,0.12951297,0.12264408,0.14011453,0.13776559,0.15340494,0.1408376
0.15046488,0.13160625,0.11439342,0.11607892,0.13474116,0.123571485,0.16121438,0.14797032,0.15374662,0.14535074
0.13328175,0.12694047,0.1066199,0.111069396,0.11760595,0.11891141,0.14775759,0.13213445,0.14080349,0.1258531
0.08993851,0.104189165,0.0823211,0.079087004,0.08961961,0.08310396,0.11140561,0.089324646,0.09315084,0.08956384
0.19336516,0.16102254,0.13684495,0.15064807,0.1510415,0.14906552,0.21106188,0.17805748,0.18861611,0.18062174
0.12613523,0.1301195,0.09650739,0.111984774,0.11759306,0.11799716,0.119098544,0.12184905,0.13217938,0.12574436
0.14820056,0.13178995,0.10641483,0.10975561,0.12434592,0.124339074,0.14121364,0.15042959,0.14403102,0.13479179
0.12163741,0.1213194,0.10323268,0.100874126,0.11615321,0.10524485,0.12445246,0.1291215,0.12624562,0.116833664
0.110788345,0.11496451,0.078897886,0.09392686,0.09739919,0.10359069,0.11024551,0.11016054,0.11022143,0.10542066
0.13603614,0.13933529,0.11386685,0.1379215,0.114932664,0.12753843,0.13484114,0.13414057,0.12451569,0.13279302
0.15568303,0.14486411,0.10658867,0.10981054,0.13999529,0.12901416,0.15369922,0.153061,0.16646531,0.1540775
0.10923099,0.113122925,0.092124544,0.09210525,0.094799645,0.09196417,0.1083077,0.10934461,0.09589805,0.10751193
0.1598962,0.13069576,0.10864216,0.13526984,0.11842068,0.12964861,0.16984607,0.14861377,0.15395631,0.14861654
0.15663496,0.14198324,0.11963322,0.13691172,0.1288402,0.12940565,0.15856367,0.15274227,0.1504462,0.14224122
0.13961457,0.12357204,0.09743654,0.11086169,0.12302945,0.117738634,0.1448072,0.1266666,0.13918702,0.13941555
0.12902156,0.109727584,0.0953822,0.10140001,0.10868658,0.10251195,0.12522565,0.1292163,0.12058236,0.12639175
0.12856328,0.118480325,0.08858365,0.10205791,0.10118361,0.103113286,0.12715787,0.12544326,0.12205305,0.118406855
0.11170457,0.11284233,0.08124839,0.08473296,0.09240568,0.08916623,0.10027024,0.12643181,0.09805705,0.1036772
0.14080662,0.1463158,0.125254,0.12409211,0.124168836,0.12249422,0.15446237,0.14144424,0.1451419,0.13469239
0.13099016,0.12234652,0.09380408,0.10836731,0.11167036,0.11139892,0.1301321,0.13195072,0.12516098,0.12362435
0.12263063,0.11978163,0.086967744,0.09104418,0.10189482,0.096310645,0.109431274,0.13224046,0.11584007,0.11631779
0.14113945,0.12515907,0.10825945,0.11508859,0.11321976,0.11412466,0.13739364,0.14655288,0.13655952,0.12527834
0.12165653,0.12503223,0.0876639,0.09415181,0.101668164,0.09833076,0.111733966,0.14181903,0.116771236,0.114558935
0.10515673,0.100355454,0.07892946,0.079774454,0.09016254,0.08495676,0.09861816,0.10773457,0.09617134,0.09446054
0.1281187,0.11653882,0.09998349,0.101120576,0.11518412,0.10806255,0.13252033,0.12951407,0.13391297,0.119409636
0.13930595,0.13794729,0.102070324,0.11899076,0.11900188,0.12229904,0.12699777,0.12794544,0.13219978,0.14463946
0.13909957,0.13428734,0.10332535,0.12019164,0.108206056,0.11561876,0.11825669,0.13273132,0.1255824,0.13105012
0.13326792,0.12531541,0.10887885,0.11053526,0.12274634,0.11625174,0.13569921,0.1313678,0.13698551,0.12574346
0.13855252,0.12563209,0.10075604,0.114169784,0.116320536,0.12584352,0.13759334,0.13788499,0.14288446,0.13415611
0.13886376,0.12586027,0.098810695,0.11610219,0.11179923,0.1290987,0.14142905,0.13207223,0.13063957,0.12902296
0.17398773,0.1544578,0.12834269,0.14095959,0.14539719,0.14471395,0.17825408,0.17202127,0.17721783,0.16195083
0.19090348,0.14451677,0.12330902,0.12792237,0.13734156,0.13289173,0.19429253,0.17688422,0.17736469,0.17131044
0.12782292,0.11899504,0.09371104,0.09427996,0.11239212,0.0991222,0.11096942,0.1326241,0.11355734,0.1188785
0.12745397,0.12523772,0.10084146,0.10563103,0.11152013,0.10583446,0.12394476,0.115728736,0.12153159,0.124681495
0.15421233,0.12438621,0.11136707,0.13276504,0.12172898,0.12823151,0.15935314,0.13521941,0.14794768,0.14885129
0.1448407,0.13202392,0.10269453,0.109346785,0.12532358,0.11605166,0.15118532,0.14235507,0.15662515,0.14229043
0.121338375,0.1252859,0.10457464,0.11285774,0.105713695,0.1089689,0.11610775,0.1262263,0.119056426,0.1130084
0.14312564,0.117843755,0.11174049,0.11646094,0.11148959,0.114775285,0.15265785,0.14151989,0.12885343,0.12790921
0.10346552,0.10251646,0.08430586,0.09175545,0.08705997,0.097554795,0.103517614,0.11245343,0.09630076,0.09211532
0.16391538,0.14530452,0.10843918,0.11543134,0.13130717,0.123641,0.1628712,0.152872,0.15697591,0.15591268
0.14389163,0.12878859,0.12983845,0.14113545,0.11917489,0.12651978,0.16102973,0.14657567,0.14241084,0.1366667
0.15908793,0.13549696,0.10554331,0.115488194,0.12787874,0.11802859,0.14891729,0.16274688,0.152791,0.150298
0.12190138,0.12081534,0.08932459,0.10091893,0.09777801,0.101708844,0.108239606,0.12171224,0.10677253,0.11121188
0.15415946,0.13489334,0.1076849,0.100966424,0.13565823,0.10656374,0.14027432,0.1570667,0.1475061,0.14877276
0.12760778,0.135388,0.09219427,0.09526412,0.1255804,0.10807202,0.113016866,0.12678431,0.12972605,0.128451
0.1412798,0.13903926,0.11165289,0.11305758,0.12061142,0.118071385,0.13651536,0.14196555,0.14009753,0.13651964
0.108834974,0.1050071,0.0813342,0.08736452,0.091215804,0.089396894,0.09901375,0.123083055,0.107844256,0.098060735
0.106439434,0.10542609,0.07463888,0.08494915,0.08670093,0.0882171,0.09933751,0.11944641,0.10463779,0.09521455
0.13090023,0.12700154,0.1072964,0.11849453,0.114796296,0.123601295,0.13734804,0.13545997,0.13617493,0.118476294
0.11536489,0.1027589,0.08868082,0.09191767,0.0899148,0.09081661,0.112798244,0.1215809,0.10530218,0.100123905
0.14753285,0.12532184,0.097742096,0.102335334,0.116406776,0.11197454,0.1348244,0.15020157,0.14157337,0.13291594
0.12349751,0.123444386,0.0893105,0.09848624,0.11016065,0.10984945,0.11855184,0.1289462,0.129321,0.11858806
0.12052077,0.11990211,0.10930738,0.101868585,0.11549293,0.10398916,0.13755074,0.12763916,0.12893596,0.11246638
0.130866,0.12331678,0.10135429,0.1070069,0.11540607,0.107731596,0.12684631,0.14851087,0.13541874,0.1189165
0.11584579,0.10912409,0.10959966,0.120912276,0.09315122,0.10184944,0.122136764,0.11677888,0.11329669,0.102161296
0.10726171,0.11722022,0.106502205,0.110986814,0.09660294,0.10254433,0.10293721,0.10464465,0.10403894,0.10105436
0.13008481,0.12162996,0.14233477,0.12863095,0.13684714,0.11745111,0.14722456,0.111284174,0.16496529,0.12878011
0.11761142,0.115396634,0.08198642,0.09514966,0.094590746,0.09882964,0.107255735,0.12443082,0.1126935,0.11055871
0.125055,0.12903139,0.090894826,0.10407233,0.108097784,0.108260736,0.11669098,0.13844605,0.13209227,0.11673902
0.110475995,0.1065161,0.09103978,0.09789231,0.09879358,0.10136723,0.10947433,0.12221904,0.12577377,0.09833681
0.17689058,0.17418492,0.15276513,0.18162827,0.15329261,0.16452706,0.18160836,0.16918167,0.18173902,0.16655707
0.12710448,0.12652971,0.10246758,0.09409039,0.11912522,0.10017678,0.12739605,0.14194988,0.12319745,0.12170694
0.114741184,0.10047045,0.099731214,0.12253926,0.09410213,0.117157266,0.1303745,0.10908091,0.114832394,0.10706604
0.113000065,0.09553878,0.07102548,0.08074725,0.08946541,0.09208044,0.09360278,0.12673594,0.10257672,0.10887269
0.10358507,0.10031512,0.07812053,0.09124141,0.081108466,0.090097904,0.093927145,0.10982476,0.09409916,0.09372636
0.114894606,0.11511498,0.10495484,0.122367956,0.1020236,0.11639337,0.11198844,0.11914126,0.12269078,0.10539928
0.13900791,0.1382609,0.1131902,0.12864217,0.11667801,0.12180942,0.13970755,0.13326333,0.1299226,0.13916299
0.14636388,0.115421526,0.10905342,0.11395005,0.12667933,0.12809245,0.16240542,0.12832558,0.1458836,0.13567473
0.11679378,0.10919463,0.10872587,0.10745746,0.10259051,0.10377156,0.12556906,0.104828216,0.11661448,0.108502835
0.14320849,0.13002987,0.1043778,0.106053434,0.12285969,0.113794535,0.13919324,0.1421094,0.13895111,0.13363564
0.12062115,0.111207545,0.10796369,0.11075552,0.104478054,0.10705373,0.13641322,0.10626006,0.11987296,0.11345845
0.11159274,0.12103974,0.09427981,0.08988755,0.11811636,0.09715642,0.11432904,0.11479502,0.12386478,0.11014442
0.15674697,0.13551117,0.10800972,0.11468334,0.14176767,0.12905991,0.16062078,0.15539981,0.1702159,0.15270652
0.15239678,0.14569613,0.11484783,0.1291938,0.1301371,0.12809739,0.14448377,0.15804869,0.15595953,0.14515468
0.12867916,0.1237133,0.091525115,0.10186539,0.098932356,0.10066143,0.11909371,0.13676171,0.111971445,0.115746595
0.14353725,0.12232998,0.1053751,0.10417582,0.11864601,0.113533214,0.13716014,0.14815547,0.12939756,0.13306259
0.14217302,0.13264613,0.116509214,0.12625548,0.1264327,0.1250052,0.15135856,0.14392394,0.14379464,0.13431537
0.13131163,0.12626328,0.08868842,0.10626867,0.09984505,0.10820761,0.11819218,0.1300422,0.114383504,0.12117852
0.109351575,0.111176826,0.0826538,0.081901684,0.09402486,0.088492274,0.105508775,0.11112892,0.09880882,0.102303036
0.13093214,0.1142542,0.09643612,0.10243072,0.10163149,0.101484425,0.11896341,0.13627575,0.11056998,0.113145865
0.14177479,0.12245321,0.10385943,0.09820744,0.11930583,0.11027764,0.14821865,0.13106188,0.1416675,0.13091938
0.13748777,0.13068049,0.099917404,0.111065485,0.11084216,0.11633656,0.13845186,0.14330883,0.13503084,0.12585254
0.14317168,0.13196835,0.10954171,0.10928494,0.13423568,0.12125907,0.14532843,0.15002011,0.15770108,0.1367534
0.105831355,0.10283992,0.08668313,0.095131196,0.09905205,0.10493882,0.11763196,0.10644992,0.11138428,0.10113956
0.13555628,0.12870705,0.09416923,0.10348419,0.11041861,0.11334013,0.13413076,0.14183393,0.12957883,0.12327929
0.14259677,0.12869306,0.099598944,0.10626371,0.11839718,0.11140915,0.13211079,0.15182254,0.15059647,0.13857095
0.110348664,0.10904757,0.07149645,0.07305467,0.09938851,0.085786335,0.10231779,0.103836976,0.103204906,0.10275031
0.13352355,0.117766425,0.09607015,0.10818823,0.107632,0.10791583,0.13751699,0.1282065,0.123012,0.12579046
0.15531941,0.14095232,0.12217021,0.13540907,0.13077322,0.13136074,0.15850574,0.15910779,0.15594293,0.14453515
0.13387278,0.12355554,0.10179494,0.11030552,0.11981915,0.12012901,0.14586894,0.12755322,0.14182422,0.1267692
0.16030212,0.14072272,0.11492394,0.13807951,0.12423377,0.12819383,0.1698874,0.15539493,0.15552597,0.15046115
0.15288973,0.1301871,0.106444575,0.11026184,0.123238534,0.11705629,0.15768749,0.15633689,0.14800856,0.13946052
0.13286914,0.13911429,0.095229484,0.11000787,0.12351358,0.11472274,0.12939338,0.13073687,0.13482463,0.13291062
0.11053256,0.10358293,0.08817341,0.089100175,0.09728563,0.0937816,0.10214738,0.11390081,0.10166065,0.09739865
0.13661161,0.1237024,0.13504332,0.1214362,0.12608035,0.11684394,0.15682574,0.12860543,0.15127276,0.1387274
0.12281213,0.12896712,0.09917121,0.111442715,0.10578563,0.11083443,0.11974619,0.12543806,0.11246517,0.11160419
0.102270454,0.10572933,0.07917021,0.08933856,0.08860455,0.091125056,0.08400525,0.097830504,0.09093445,0.09966613
0.14720571,0.14639969,0.11886045,0.1308979,0.122059144,0.12652834,0.14825897,0.14772858,0.14707048,0.13691317
0.11413914,0.10509553,0.073195055,0.07589945,0.08542687,0.080334656,0.09639914,0.13105118,0.094107576,0.101247765
0.11160837,0.107968524,0.08036135,0.08801956,0.08672685,0.08925549,0.109476656,0.1146888,0.089294285,0.10005517
0.17729907,0.15034203,0.13347578,0.1523637,0.13269228,0.13511783,0.18995802,0.16928865,0.170317,0.16126135
0.122104,0.11783925,0.10575379,0.09591706,0.124502756,0.11269406,0.12826808,0.11664903,0.13237226,0.11779272
0.18228361,0.13816723,0.14459133,0.14339,0.14007013,0.1380885,0.20931849,0.1730638,0.17105465,0.16749449
0.12406432,0.113268875,0.09227695,0.09131428,0.10554739,0.09988542,0.13395916,0.11983835,0.121350296,0.11847353
0.12882844,0.12187794,0.09345738,0.10139809,0.11916654,0.10736465,0.12036167,0.13098247,0.1365106,0.12594484
0.1378591,0.12928109,0.12415462,0.12730926,0.12048594,0.12259929,0.16535732,0.13096213,0.13222925,0.1312566
0.1305921,0.12660092,0.091657475,0.09771724,0.108030744,0.10072713,0.12174463,0.13123994,0.12798546,0.12359167
0.12802663,0.13072972,0.10287224,0.11747109,0.10383685,0.11221565,0.12860093,0.13800569,0.12626526,0.11644318
0.1231322,0.108234726,0.09714679,0.095054455,0.1102499,0.104108535,0.12816213,0.12275972,0.13039093,0.11603603
0.10561038,0.102793105,0.07131425,0.07576632,0.08218901,0.07816658,0.08766622,0.12218899,0.093546465,0.09791825
0.13612083,0.13891625,0.12125181,0.13392864,0.12018728,0.12752089,0.1444138,0.1267306,0.142651,0.12779813
0.15061942,0.123326294,0.10638621,0.12342559,0.11193754,0.11718016,0.14680398,0.14899959,0.13744777,0.13171394
0.105984,0.11136596,0.09682903,0.098759875,0.100485146,0.106072955,0.10781891,0.10108477,0.10966607,0.105280675
0.15192357,0.14876284,0.12447866,0.14144257,0.12562491,0.12853168,0.14631665,0.1544281,0.15053435,0.1424376
0.12067881,0.13373166,0.0963497,0.10113716,0.11103913,0.10535186,0.122614585,0.11607084,0.12061526,0.12141054
0.1447129,0.12208036,0.09852436,0.10138758,0.122382365,0.11095582,0.14600885,0.14453396,0.1492849,0.14187746
0.14532526,0.12722835,0.13365033,0.13507034,0.12644403,0.12921244,0.1527097,0.14416051,0.14336158,0.13223453
0.1211476,0.12696818,0.099776775,0.10412731,0.10896159,0.10921752,0.1240651,0.11978591,0.12467547,0.11515517
0.15234797,0.13627017,0.11996542,0.13539426,0.12708026,0.13793533,0.16809666,0.1538684,0.15525483,0.14191654
0.116723046,0.12426726,0.08931294,0.10151437,0.09100223,0.10056198,0.10756037,0.12592438,0.10088946,0.10719579
0.18485783,0.15935607,0.13873263,0.16763417,0.13923822,0.1498845,0.19538033,0.17783035,0.17516287,0.17123859
0.11226046,0.10831698,0.09641476,0.10337077,0.10625306,0.1158447,0.120687984,0.11158949,0.119317435,0.10887826
0.13495205,0.122831464,0.13681296,0.118704714,0.13380852,0.12867196,0.14887445,0.13443345,0.13980673,0.12826747
0.17052586,0.1416095,0.11933838,0.14303961,0.1256505,0.13796183,0.18267563,0.15952426,0.1550859,0.15515661
0.11140466,0.11700308,0.08812773,0.10811378,0.09311743,0.10519985,0.10167268,0.11421053,0.10684968,0.100727536
0.12737106,0.12377097,0.09537432,0.101033896,0.1104889,0.10529473,0.12848379,0.12684967,0.13237375,0.12201945
0.11836928,0.12076139,0.103788406,0.10511146,0.10241738,0.108339734,0.12775272,0.11725178,0.117067404,0.111046046
0.108087175,0.12776282,0.10374168,0.09557926,0.107743524,0.097665094,0.11401432,0.10608579,0.11216886,0.10787458
0.13847384,0.12868091,0.11999005,0.11505625,0.13024582,0.12108853,0.15179452,0.12935707,0.14804004,0.13822879
0.09206778,0.10503641,0.08830836,0.099144965,0.082021534,0.092505164,0.09288794,0.0917622,0.08417389,0.08701342
0.16505958,0.14499122,0.12311497,0.12836018,0.13418613,0.12887661,0.17394444,0.16559666,0.15684661,0.15323491
0.1004281,0.099789865,0.08970473,0.095961854,0.10930278,0.11561006,0.10572676,0.10105736,0.11626753,0.09886124
0.14469713,0.15156157,0.12566112,0.14653882,0.12426989,0.13131276,0.14434573,0.14663444,0.14576417,0.13803244
0.10656802,0.10117333,0.0915644,0.10692881,0.098551355,0.10566879,0.110953294,0.10531217,0.10707929,0.10244031
0.11246406,0.12940712,0.09603728,0.094389655,0.106598325,0.09920625,0.11782982,0.122706376,0.11355322,0.10773802
0.13246447,0.13613491,0.111373626,0.12308172,0.113183066,0.12076297,0.14415137,0.13383609,0.13734221,0.12435682
0.105190076,0.115534015,0.08767507,0.088561,0.09827561,0.093248054,0.1033126,0.11444335,0.11047771,0.10036937
0.122613564,0.11752648,0.09404658,0.10566727,0.108578786,0.107671484,0.118751004,0.12639536,0.14277612,0.11480461
0.15596332,0.13661194,0.1114797,0.10592674,0.14583722,0.12265952,0.15323623,0.14306977,0.16589285,0.14913529
0.119067475,0.11844651,0.09942963,0.10576681,0.10729611,0.11193968,0.11907209,0.12962793,0.12151887,0.10600371
0.120156966,0.11402938,0.088659294,0.099374354,0.101807356,0.10704756,0.1164732,0.12449765,0.11315118,0.10766718
0.105984,0.11136596,0.09682903,0.098759875,0.100485146,0.106072955,0.10781891,0.10108477,0.10966607,0.105280675
0.11618031,0.109898195,0.0970534,0.110959984,0.09616852,0.10314546,0.11741999,0.11384568,0.10340337,0.102999225
0.13733265,0.1341214,0.10836174,0.12182171,0.11692497,0.11889494,0.14190055,0.14286605,0.14512348,0.12764578
0.16024366,0.13596979,0.11633052,0.12794772,0.13073814,0.13109757,0.17379196,0.16126718,0.16550176,0.14747773
0.13048787,0.12787423,0.10038577,0.10006628,0.12114707,0.10463934,0.1316656,0.131182,0.13217315,0.122987665
0.12394426,0.12131579,0.091251776,0.095998436,0.10081637,0.09951701,0.12241977,0.1401723,0.110038675,0.11556085
0.15364523,0.1351242,0.114473835,0.11570177,0.13243872,0.123572715,0.15486066,0.15916584,0.14968199,0.14121258
0.15444672,0.1356173,0.104294494,0.101366945,0.12732519,0.10787765,0.15200877,0.14912257,0.146096,0.14054479
0.12765986,0.12433667,0.10867379,0.10903179,0.111974984,0.11365291,0.15036313,0.12946919,0.14565873,0.12038268
0.105837345,0.10837112,0.078660645,0.08789471,0.08641014,0.08962604,0.09714508,0.11767195,0.101917475,0.09514847
0.14698498,0.123599656,0.112006694,0.12054233,0.12217844,0.11920274,0.1520452,0.14692819,0.1424969,0.13372363
0.15265675,0.14110889,0.119697094,0.13336684,0.12953913,0.13204278,0.15712975,0.1599921,0.16295122,0.14107025
0.14226663,0.12571561,0.110865384,0.1122083,0.119519286,0.113776445,0.14482602,0.14492911,0.13288124,0.12959026
0.16056426,0.1512529,0.12745596,0.14034916,0.12993881,0.13396665,0.16998005,0.15849869,0.15966442,0.14937901
0.12787671,0.12063515,0.090274535,0.097500876,0.10199328,0.104500376,0.123858206,0.12969182,0.116707474,0.11416895
0.1378584,0.12904721,0.12396599,0.12728101,0.12043947,0.122548625,0.16549301,0.13056,0.13203737,0.13129869
0.12111709,0.10781809,0.09663245,0.10751727,0.11301096,0.12267983,0.13410883,0.12083355,0.14347216,0.11618456
0.1104463,0.12360365,0.08776977,0.09330263,0.09739941,0.09285677,0.107465185,0.11059093,0.1037994,0.11134818
0.15623026,0.13852613,0.123610005,0.1245309,0.13468385,0.12571315,0.15766858,0.15142906,0.15577888,0.14802085
0.12859468,0.12376251,0.092837535,0.09232548,0.115416,0.09595609,0.12096723,0.1259432,0.12468532,0.1281693
0.10406875,0.109076075,0.0898787,0.08361977,0.10314275,0.09011911,0.101786174,0.10659263,0.10439748,0.09729072
0.11441817,0.11629746,0.085149296,0.087968834,0.10422164,0.094816685,0.09849455,0.11985664,0.10140251,0.11072588
0.15497111,0.13544092,0.11785052,0.12478355,0.13394147,0.12792231,0.16236705,0.15103978,0.15260945,0.14649811
0.1113215,0.108742446,0.0995327,0.10528862,0.113258645,0.12276636,0.123445,0.11699143,0.13251477,0.10503328
0.14675263,0.13933975,0.10703002,0.11312918,0.124212235,0.12182464,0.13712092,0.15696043,0.13920309,0.13900623
0.11298848,0.10034765,0.08954414,0.09605189,0.09401713,0.09859851,0.10876985,0.12402051,0.1074856,0.09713259
0.1480686,0.13264933,0.10691036,0.11446126,0.12115538,0.11868146,0.15157655,0.14977336,0.14360845,0.13653758
0.13391693,0.11807558,0.09260533,0.08531833,0.114188574,0.09376166,0.13382639,0.123351544,0.1294951,0.13120897
0.14018328,0.13340981,0.10253389,0.103724636,0.12578139,0.111340724,0.1278521,0.1407631,0.13409853,0.13276038
0.17246129,0.15146941,0.13757628,0.13542537,0.15917343,0.13839191,0.18776323,0.16125439,0.17362745,0.17169516
0.12216316,0.119626574,0.090311676,0.10000294,0.097863376,0.103830114,0.12385218,0.13053173,0.12151775,0.11261311
0.1338649,0.121837005,0.108300366,0.107844874,0.117232524,0.1164029,0.1427719,0.12585144,0.13704376,0.1223054
0.13968222,0.14288719,0.09886949,0.11125182,0.12064748,0.11890102,0.14106669,0.13497758,0.13872117,0.13860887
0.15553257,0.13537158,0.13766225,0.1284608,0.13732418,0.12817472,0.17452583,0.14683731,0.15704298,0.14835116
0.14837496,0.13082844,0.09999106,0.1111623,0.11960716,0.117240764,0.1421143,0.15079613,0.14671513,0.13827693
